date,product_id,opening_stock,quantity_purchased,quantity_sold,closing_stock,stockout_flag
2022-01-01,P069,158,0,0,158,0
2022-01-01,P070,49,0,0,49,0
2022-01-01,P071,23,0,1,22,0
2022-01-01,P072,25,0,0,25,0
2022-01-01,P073,66,0,0,66,0
2022-01-01,P074,21,0,0,21,0
2022-01-01,P075,20,0,0,20,0
2022-01-01,P076,115,0,0,115,0
2022-01-01,P077,8,0,0,8,0
2022-01-01,P078,77,0,0,77,0
2022-01-01,P079,8,0,0,8,0
2022-01-01,P080,184,0,0,184,0
2022-01-01,P081,11,0,0,11,0
2022-01-01,P082,36,0,1,35,0
2022-01-01,P083,59,0,0,59,0
2022-01-01,P084,79,0,0,79,0
2022-01-01,P085,42,168,0,210,0
2022-01-01,P086,70,0,3,67,0
2022-01-01,P087,23,0,0,23,0
2022-01-01,P088,20,0,0,20,0
2022-01-01,P089,18,0,0,18,0
2022-01-01,P090,15,0,0,15,0
2022-01-01,P091,50,0,0,50,0
2022-01-01,P092,7,0,0,7,0
2022-01-01,P093,130,0,0,130,0
2022-01-01,P094,24,0,0,24,0
2022-01-01,P095,28,0,0,28,0
2022-01-01,P096,58,0,0,58,0
2022-01-01,P097,142,0,0,142,0
2022-01-01,P098,11,0,0,11,0
2022-01-01,P099,91,0,0,91,0
2022-01-01,P100,75,0,0,75,0
2022-01-01,P101,32,0,0,32,0
2022-01-01,P102,30,0,0,30,0
2022-01-01,P103,11,0,0,11,0
2022-01-01,P104,115,0,0,115,0
2022-01-01,P105,10,0,0,10,0
2022-01-01,P106,71,0,0,71,0
2022-01-01,P107,127,0,1,126,0
2022-01-01,P108,71,0,0,71,0
2022-01-01,P109,117,0,0,117,0
2022-01-01,P110,40,0,0,40,0
2022-01-01,P111,44,0,0,44,0
2022-01-01,P112,13,0,0,13,0
2022-01-01,P113,29,0,0,29,0
2022-01-01,P114,9,0,0,9,0
2022-01-01,P115,47,0,0,47,0
2022-01-01,P116,8,0,0,8,0
2022-01-01,P117,6,0,1,5,0
2022-01-01,P118,62,0,0,62,0
2022-01-01,P119,58,0,0,58,0
2022-01-01,P120,90,0,0,90,0
2022-01-01,P121,149,0,0,149,0
2022-01-01,P122,104,0,2,102,0
2022-01-01,P123,90,0,0,90,0
2022-01-01,P124,136,0,0,136,0
2022-01-01,P125,17,0,0,17,0
2022-01-01,P126,37,0,0,37,0
2022-01-01,P127,215,0,0,215,0
2022-01-01,P128,71,0,0,71,0
2022-01-01,P129,32,0,0,32,0
2022-01-01,P130,205,0,1,204,0
2022-01-01,P131,96,0,0,96,0
2022-01-01,P132,23,0,0,23,0
2022-01-01,P133,17,0,0,17,0
2022-01-01,P134,192,0,3,189,0
2022-01-01,P135,51,0,0,51,0
2022-01-01,P136,34,0,0,34,0
2022-01-01,P137,45,0,0,45,0
2022-01-01,P138,55,0,0,55,0
2022-01-01,P139,59,0,0,59,0
2022-01-01,P140,68,0,0,68,0
2022-01-01,P141,10,0,0,10,0
2022-01-01,P142,13,0,0,13,0
2022-01-01,P143,17,0,1,16,0
2022-01-01,P144,76,0,1,75,0
2022-01-01,P145,101,0,3,98,0
2022-01-01,P146,49,0,0,49,0
2022-01-01,P147,35,0,1,34,0
2022-01-01,P148,16,0,1,15,0
2022-01-01,P149,94,0,3,91,0
2022-01-01,P150,52,0,0,52,0
2022-01-01,P151,46,0,0,46,0
2022-01-01,P152,6,0,0,6,0
2022-01-01,P153,21,0,1,20,0
2022-01-01,P154,54,0,0,54,0
2022-01-01,P155,90,0,0,90,0
2022-01-01,P156,55,0,0,55,0
2022-01-01,P157,166,0,0,166,0
2022-01-01,P158,4,0,0,4,0
2022-01-01,P159,119,0,1,118,0
2022-01-01,P160,40,0,0,40,0
2022-01-01,P161,20,0,0,20,0
2022-01-01,P162,17,0,0,17,0
2022-01-01,P163,20,0,0,20,0
2022-01-01,P164,125,0,0,125,0
2022-01-01,P165,57,0,1,56,0
2022-01-01,P166,20,0,1,19,0
2022-01-01,P167,31,0,0,31,0
2022-01-01,P168,29,0,0,29,0
2022-01-01,P169,29,0,0,29,0
2022-01-01,P170,72,0,0,72,0
2022-01-01,P171,43,0,0,43,0
2022-01-01,P172,72,0,1,71,0
2022-01-01,P173,111,0,3,108,0
2022-01-01,P174,8,0,1,7,0
2022-01-01,P175,33,0,0,33,0
2022-01-01,P176,45,0,0,45,0
2022-01-01,P177,39,0,0,39,0
2022-01-01,P178,40,0,0,40,0
2022-01-01,P179,99,0,0,99,0
2022-01-01,P180,31,0,0,31,0
2022-01-01,P181,19,0,0,19,0
2022-01-01,P182,22,0,0,22,0
2022-01-01,P183,50,0,0,50,0
2022-01-01,P184,14,0,1,13,0
2022-01-01,P185,13,0,1,12,0
2022-01-01,P186,4,0,0,4,0
2022-01-01,P187,140,0,0,140,0
2022-01-01,P188,33,0,1,32,0
2022-01-01,P189,24,0,0,24,0
2022-01-02,P001,53,0,0,53,0
2022-01-02,P002,54,0,1,53,0
2022-01-02,P003,89,0,0,89,0
2022-01-02,P004,54,0,1,53,0
2022-01-02,P005,61,0,1,60,0
2022-01-02,P006,118,0,3,115,0
2022-01-02,P007,186,0,0,186,0
2022-01-02,P008,110,0,3,107,0
2022-01-02,P009,23,0,1,22,0
2022-01-02,P010,20,0,0,20,0
2022-01-02,P011,95,0,0,95,0
2022-01-02,P012,7,0,1,6,0
2022-01-02,P013,29,0,0,29,0
2022-01-02,P014,33,0,0,33,0
2022-01-02,P015,44,0,1,43,0
2022-01-02,P016,76,0,1,75,0
2022-01-02,P017,22,0,0,22,0
2022-01-02,P018,34,0,0,34,0
2022-01-02,P019,50,0,0,50,0
2022-01-02,P020,37,0,0,37,0
2022-01-02,P021,7,0,0,7,0
2022-01-02,P022,25,0,0,25,0
2022-01-02,P023,13,0,0,13,0
2022-01-02,P024,79,0,1,78,0
2022-01-02,P025,79,0,0,79,0
2022-01-02,P026,57,0,0,57,0
2022-01-02,P027,22,0,0,22,0
2022-01-02,P028,8,0,1,7,0
2022-01-02,P029,63,0,0,63,0
2022-01-02,P030,69,0,0,69,0
2022-01-02,P031,41,0,0,41,0
2022-01-02,P032,15,0,0,15,0
2022-01-02,P033,11,0,0,11,0
2022-01-02,P034,28,0,1,27,0
2022-01-02,P035,121,0,0,121,0
2022-01-02,P036,28,0,0,28,0
2022-01-02,P037,33,0,0,33,0
2022-01-02,P038,145,0,0,145,0
2022-01-02,P039,101,0,0,101,0
2022-01-02,P040,11,0,0,11,0
2022-01-02,P041,27,0,0,27,0
2022-01-02,P042,28,0,1,27,0
2022-01-02,P043,46,0,0,46,0
2022-01-02,P044,51,0,2,49,0
2022-01-02,P045,6,0,0,6,0
2022-01-02,P046,16,0,0,16,0
2022-01-02,P047,24,0,0,24,0
2022-01-02,P048,27,0,1,26,0
2022-01-02,P049,5,0,0,5,0
2022-01-02,P050,12,0,0,12,0
2022-01-02,P051,32,0,0,32,0
2022-01-02,P052,11,0,0,11,0
2022-01-02,P053,118,0,2,116,0
2022-01-02,P054,30,0,0,30,0
2022-01-02,P055,4,0,0,4,0
2022-01-02,P056,82,0,1,81,0
2022-01-02,P057,234,0,0,234,0
2022-01-02,P058,58,0,1,57,0
2022-01-02,P059,71,0,0,71,0
2022-01-02,P060,136,0,1,135,0
2022-01-02,P061,146,0,0,146,0
2022-01-02,P062,88,0,1,87,0
2022-01-02,P063,110,0,3,107,0
2022-01-02,P064,110,0,0,110,0
2022-01-02,P065,80,0,1,79,0
2022-01-02,P066,32,0,0,32,0
2022-01-02,P067,29,0,1,28,0
2022-01-02,P068,149,0,0,149,0
2022-01-02,P069,158,0,0,158,0
2022-01-02,P070,49,0,0,49,0
2022-01-02,P071,22,0,0,22,0
2022-01-02,P072,25,0,0,25,0
2022-01-02,P073,66,0,1,65,0
2022-01-02,P074,21,0,0,21,0
2022-01-02,P075,20,0,0,20,0
2022-01-02,P076,115,0,0,115,0
2022-01-02,P077,8,0,0,8,0
2022-01-02,P078,77,0,0,77,0
2022-01-02,P079,8,0,0,8,0
2022-01-02,P080,184,0,0,184,0
2022-01-02,P081,11,0,1,10,0
2022-01-02,P082,35,0,1,34,0
2022-01-02,P083,59,0,0,59,0
2022-01-02,P084,79,0,0,79,0
2022-01-02,P085,210,0,0,210,0
2022-01-02,P086,67,0,0,67,0
2022-01-02,P087,23,0,0,23,0
2022-01-02,P088,20,0,0,20,0
2022-01-02,P089,18,0,0,18,0
2022-01-02,P090,15,0,0,15,0
2022-01-02,P091,50,0,1,49,0
2022-01-02,P092,7,0,0,7,0
2022-01-02,P093,130,0,0,130,0
2022-01-02,P094,24,0,0,24,0
2022-01-02,P095,28,0,0,28,0
2022-01-02,P096,58,0,1,57,0
2022-01-02,P097,142,0,3,139,0
2022-01-02,P098,11,0,0,11,0
2022-01-02,P099,91,0,1,90,0
2022-01-02,P100,75,0,0,75,0
2022-01-02,P101,32,0,0,32,0
2022-01-02,P102,30,0,0,30,0
2022-01-02,P103,11,0,0,11,0
2022-01-02,P104,115,0,3,112,0
2022-01-02,P105,10,0,0,10,0
2022-01-02,P106,71,0,0,71,0
2022-01-02,P107,126,0,0,126,0
2022-01-02,P108,71,0,0,71,0
2022-01-02,P109,117,0,0,117,0
2022-01-02,P110,40,0,1,39,0
2022-01-02,P111,44,0,0,44,0
2022-01-02,P112,13,0,0,13,0
2022-01-02,P113,29,0,0,29,0
2022-01-02,P114,9,0,0,9,0
2022-01-02,P115,47,0,0,47,0
2022-01-02,P116,8,0,0,8,0
2022-01-02,P117,5,0,0,5,0
2022-01-02,P118,62,0,0,62,0
2022-01-02,P119,58,0,0,58,0
2022-01-02,P120,90,0,0,90,0
2022-01-02,P121,149,0,0,149,0
2022-01-02,P122,102,0,2,100,0
2022-01-02,P123,90,0,0,90,0
2022-01-02,P124,136,0,3,133,0
2022-01-02,P125,17,0,0,17,0
2022-01-02,P126,37,0,0,37,0
2022-01-02,P127,215,0,2,213,0
2022-01-02,P128,71,0,0,71,0
2022-01-02,P129,32,0,0,32,0
2022-01-02,P130,204,0,3,201,0
2022-01-02,P131,96,0,3,93,0
2022-01-02,P132,23,0,0,23,0
2022-01-02,P133,17,0,0,17,0
2022-01-02,P134,189,0,3,186,0
2022-01-02,P135,51,0,0,51,0
2022-01-02,P136,34,0,0,34,0
2022-01-02,P137,45,0,0,45,0
2022-01-02,P138,55,0,0,55,0
2022-01-02,P139,59,0,0,59,0
2022-01-02,P140,68,0,0,68,0
2022-01-02,P141,10,0,0,10,0
2022-01-02,P142,13,0,0,13,0
2022-01-02,P143,16,0,1,15,0
2022-01-02,P144,75,0,0,75,0
2022-01-02,P145,98,0,0,98,0
2022-01-02,P146,49,0,1,48,0
2022-01-02,P147,34,0,1,33,0
2022-01-02,P148,15,0,0,15,0
2022-01-02,P149,91,0,2,89,0
2022-01-02,P150,52,0,0,52,0
2022-01-02,P151,46,0,0,46,0
2022-01-02,P152,6,0,1,5,0
2022-01-02,P153,20,0,0,20,0
2022-01-02,P154,54,0,0,54,0
2022-01-02,P155,90,0,0,90,0
2022-01-02,P156,55,0,0,55,0
2022-01-02,P157,166,0,0,166,0
2022-01-02,P158,4,0,0,4,0
2022-01-02,P159,118,0,3,115,0
2022-01-02,P160,40,0,0,40,0
2022-01-02,P161,20,0,0,20,0
2022-01-02,P162,17,0,0,17,0
2022-01-02,P163,20,0,0,20,0
2022-01-02,P164,125,0,0,125,0
2022-01-02,P165,56,0,0,56,0
2022-01-02,P166,19,0,0,19,0
2022-01-02,P167,31,0,0,31,0
2022-01-02,P168,29,0,0,29,0
2022-01-02,P169,29,0,0,29,0
2022-01-02,P170,72,0,0,72,0
2022-01-02,P171,43,0,1,42,0
2022-01-02,P172,71,0,0,71,0
2022-01-02,P173,108,0,0,108,0
2022-01-02,P174,7,0,0,7,0
2022-01-02,P175,33,0,1,32,0
2022-01-02,P176,45,0,0,45,0
2022-01-02,P177,39,0,0,39,0
2022-01-02,P178,40,0,1,39,0
2022-01-02,P179,99,0,0,99,0
2022-01-02,P180,31,0,0,31,0
2022-01-02,P181,19,0,1,18,0
2022-01-02,P182,22,0,0,22,0
2022-01-02,P183,50,0,0,50,0
2022-01-02,P184,13,0,0,13,0
2022-01-02,P185,12,0,0,12,0
2022-01-02,P186,4,0,0,4,0
2022-01-02,P187,140,0,3,137,0
2022-01-02,P188,32,0,0,32,0
2022-01-02,P189,24,0,0,24,0
2022-01-03,P001,53,0,2,51,0
2022-01-03,P002,53,0,3,50,0
2022-01-03,P003,89,0,1,88,0
2022-01-03,P004,53,0,2,51,0
2022-01-03,P005,60,0,0,60,0
2022-01-03,P006,115,0,3,112,0
2022-01-03,P007,186,0,1,185,0
2022-01-03,P008,107,0,0,107,0
2022-01-03,P009,22,0,1,21,0
2022-01-03,P010,20,0,1,19,0
2022-01-03,P011,95,0,2,93,0
2022-01-03,P012,6,0,0,6,0
2022-01-03,P013,29,0,0,29,0
2022-01-03,P014,33,0,0,33,0
2022-01-03,P015,43,0,0,43,0
2022-01-03,P016,75,0,0,75,0
2022-01-03,P017,22,0,0,22,0
2022-01-03,P018,34,0,0,34,0
2022-01-03,P019,50,0,0,50,0
2022-01-03,P020,37,0,0,37,0
2022-01-03,P021,7,0,0,7,0
2022-01-03,P022,25,0,0,25,0
2022-01-03,P023,13,0,0,13,0
2022-01-03,P024,78,0,2,76,0
2022-01-03,P025,79,0,1,78,0
2022-01-03,P026,57,0,0,57,0
2022-01-03,P027,22,0,0,22,0
2022-01-03,P028,7,0,0,7,0
2022-01-03,P029,63,0,0,63,0
2022-01-03,P030,69,0,0,69,0
2022-01-03,P031,41,0,0,41,0
2022-01-03,P032,15,0,0,15,0
2022-01-03,P033,11,0,0,11,0
2022-01-03,P034,27,0,0,27,0
2022-01-03,P035,121,0,0,121,0
2022-01-03,P036,28,0,0,28,0
2022-01-03,P037,33,0,0,33,0
2022-01-03,P038,145,0,0,145,0
2022-01-03,P039,101,0,0,101,0
2022-01-03,P040,11,0,0,11,0
2022-01-03,P041,27,0,0,27,0
2022-01-03,P042,27,0,0,27,0
2022-01-03,P043,46,0,0,46,0
2022-01-03,P044,49,0,0,49,0
2022-01-03,P045,6,0,0,6,0
2022-01-03,P046,16,0,0,16,0
2022-01-03,P047,24,0,0,24,0
2022-01-03,P048,26,0,0,26,0
2022-01-03,P049,5,0,0,5,0
2022-01-03,P050,12,0,0,12,0
2022-01-03,P051,32,0,0,32,0
2022-01-03,P052,11,0,0,11,0
2022-01-03,P053,116,0,1,115,0
2022-01-03,P054,30,0,0,30,0
2022-01-03,P055,4,0,0,4,0
2022-01-03,P056,81,0,0,81,0
2022-01-03,P057,234,0,0,234,0
2022-01-03,P058,57,0,1,56,0
2022-01-03,P059,71,0,0,71,0
2022-01-03,P060,135,0,1,134,0
2022-01-03,P061,146,0,2,144,0
2022-01-03,P062,87,0,0,87,0
2022-01-03,P063,107,0,1,106,0
2022-01-03,P064,110,0,0,110,0
2022-01-03,P065,79,0,0,79,0
2022-01-03,P066,32,0,0,32,0
2022-01-03,P067,28,0,0,28,0
2022-01-03,P068,149,0,3,146,0
2022-01-03,P069,158,0,0,158,0
2022-01-03,P070,49,0,0,49,0
2022-01-03,P071,22,0,1,21,0
2022-01-03,P072,25,0,1,24,0
2022-01-03,P073,65,0,3,62,0
2022-01-03,P074,21,0,0,21,0
2022-01-03,P075,20,0,0,20,0
2022-01-03,P076,115,0,0,115,0
2022-01-03,P077,8,0,0,8,0
2022-01-03,P078,77,0,0,77,0
2022-01-03,P079,8,0,0,8,0
2022-01-03,P080,184,0,0,184,0
2022-01-03,P081,10,0,0,10,0
2022-01-03,P082,34,0,0,34,0
2022-01-03,P083,59,0,1,58,0
2022-01-03,P084,79,0,0,79,0
2022-01-03,P085,210,0,1,209,0
2022-01-03,P086,67,0,0,67,0
2022-01-03,P087,23,0,0,23,0
2022-01-03,P088,20,0,0,20,0
2022-01-03,P089,18,0,0,18,0
2022-01-03,P090,15,0,0,15,0
2022-01-03,P091,49,0,0,49,0
2022-01-03,P092,7,0,0,7,0
2022-01-03,P093,130,0,0,130,0
2022-01-03,P094,24,0,0,24,0
2022-01-03,P095,28,0,0,28,0
2022-01-03,P096,57,0,0,57,0
2022-01-03,P097,139,0,2,137,0
2022-01-03,P098,11,0,0,11,0
2022-01-03,P099,90,0,0,90,0
2022-01-03,P100,75,0,0,75,0
2022-01-03,P101,32,0,1,31,0
2022-01-03,P102,30,0,0,30,0
2022-01-03,P103,11,0,0,11,0
2022-01-03,P104,112,0,0,112,0
2022-01-03,P105,10,0,0,10,0
2022-01-03,P106,71,0,0,71,0
2022-01-03,P107,126,0,0,126,0
2022-01-03,P108,71,0,0,71,0
2022-01-03,P109,117,0,0,117,0
2022-01-03,P110,39,0,0,39,0
2022-01-03,P111,44,0,0,44,0
2022-01-03,P112,13,0,0,13,0
2022-01-03,P113,29,0,0,29,0
2022-01-03,P114,9,0,0,9,0
2022-01-03,P115,47,0,0,47,0
2022-01-03,P116,8,0,0,8,0
2022-01-03,P117,5,8,1,12,0
2022-01-03,P118,62,0,0,62,0
2022-01-03,P119,58,0,0,58,0
2022-01-03,P120,90,0,0,90,0
2022-01-03,P121,149,0,0,149,0
2022-01-03,P122,100,0,0,100,0
2022-01-03,P123,90,0,0,90,0
2022-01-03,P124,133,0,0,133,0
2022-01-03,P125,17,0,0,17,0
2022-01-03,P126,37,0,0,37,0
2022-01-03,P127,213,0,2,211,0
2022-01-03,P128,71,0,0,71,0
2022-01-03,P129,32,0,0,32,0
2022-01-03,P130,201,0,0,201,0
2022-01-03,P131,93,0,3,90,0
2022-01-03,P132,23,0,1,22,0
2022-01-03,P133,17,0,1,16,0
2022-01-03,P134,186,0,3,183,0
2022-01-03,P135,51,0,0,51,0
2022-01-03,P136,34,0,1,33,0
2022-01-03,P137,45,0,0,45,0
2022-01-03,P138,55,0,1,54,0
2022-01-03,P139,59,0,0,59,0
2022-01-03,P140,68,0,0,68,0
2022-01-03,P141,10,0,0,10,0
2022-01-03,P142,13,0,0,13,0
2022-01-03,P143,15,0,0,15,0
2022-01-03,P144,75,0,1,74,0
2022-01-03,P145,98,0,0,98,0
2022-01-03,P146,48,0,1,47,0
2022-01-03,P147,33,0,0,33,0
2022-01-03,P148,15,0,0,15,0
2022-01-03,P149,89,0,2,87,0
2022-01-03,P150,52,0,1,51,0
2022-01-03,P151,46,137,3,180,0
2022-01-03,P152,5,0,0,5,0
2022-01-03,P153,20,76,1,95,0
2022-01-03,P154,54,0,0,54,0
2022-01-03,P155,90,0,0,90,0
2022-01-03,P156,55,0,0,55,0
2022-01-03,P157,166,0,0,166,0
2022-01-03,P158,4,0,0,4,0
2022-01-03,P159,115,0,0,115,0
2022-01-03,P160,40,0,0,40,0
2022-01-03,P161,20,0,0,20,0
2022-01-03,P162,17,0,0,17,0
2022-01-03,P163,20,0,0,20,0
2022-01-03,P164,125,0,0,125,0
2022-01-03,P165,56,0,0,56,0
2022-01-03,P166,19,0,1,18,0
2022-01-03,P167,31,0,0,31,0
2022-01-03,P168,29,0,1,28,0
2022-01-03,P169,29,0,0,29,0
2022-01-03,P170,72,0,0,72,0
2022-01-03,P171,42,0,0,42,0
2022-01-03,P172,71,0,0,71,0
2022-01-03,P173,108,0,3,105,0
2022-01-03,P174,7,0,0,7,0
2022-01-03,P175,32,0,0,32,0
2022-01-03,P176,45,0,0,45,0
2022-01-03,P177,39,0,1,38,0
2022-01-03,P178,39,0,1,38,0
2022-01-03,P179,99,0,0,99,0
2022-01-03,P180,31,0,0,31,0
2022-01-03,P181,18,0,0,18,0
2022-01-03,P182,22,0,0,22,0
2022-01-03,P183,50,0,0,50,0
2022-01-03,P184,13,0,0,13,0
2022-01-03,P185,12,0,0,12,0
2022-01-03,P186,4,0,0,4,0
2022-01-03,P187,137,0,1,136,0
2022-01-03,P188,32,0,1,31,0
2022-01-03,P189,24,0,0,24,0
2022-01-04,P001,51,0,0,51,0
2022-01-04,P002,50,0,0,50,0
2022-01-04,P003,88,0,0,88,0
2022-01-04,P004,51,144,3,192,0
2022-01-04,P005,60,0,1,59,0
2022-01-04,P006,112,0,0,112,0
2022-01-04,P007,185,0,3,182,0
2022-01-04,P008,107,0,0,107,0
2022-01-04,P009,21,0,1,20,0
2022-01-04,P010,19,0,0,19,0
2022-01-04,P011,93,0,0,93,0
2022-01-04,P012,6,0,0,6,0
2022-01-04,P013,29,0,1,28,0
2022-01-04,P014,33,0,0,33,0
2022-01-04,P015,43,0,0,43,0
2022-01-04,P016,75,0,1,74,0
2022-01-04,P017,22,0,1,21,0
2022-01-04,P018,34,0,1,33,0
2022-01-04,P019,50,0,0,50,0
2022-01-04,P020,37,0,0,37,0
2022-01-04,P021,7,0,0,7,0
2022-01-04,P022,25,0,0,25,0
2022-01-04,P023,13,0,0,13,0
2022-01-04,P024,76,0,0,76,0
2022-01-04,P025,78,0,0,78,0
2022-01-04,P026,57,0,3,54,0
2022-01-04,P027,22,0,1,21,0
2022-01-04,P028,7,0,0,7,0
2022-01-04,P029,63,0,0,63,0
2022-01-04,P030,69,0,0,69,0
2022-01-04,P031,41,0,1,40,0
2022-01-04,P032,15,0,0,15,0
2022-01-04,P033,11,0,0,11,0
2022-01-04,P034,27,0,1,26,0
2022-01-04,P035,121,0,0,121,0
2022-01-04,P036,28,0,0,28,0
2022-01-04,P037,33,0,1,32,0
2022-01-04,P038,145,0,3,142,0
2022-01-04,P039,101,0,2,99,0
2022-01-04,P040,11,0,0,11,0
2022-01-04,P041,27,0,0,27,0
2022-01-04,P042,27,0,0,27,0
2022-01-04,P043,46,0,0,46,0
2022-01-04,P044,49,0,2,47,0
2022-01-04,P045,6,0,0,6,0
2022-01-04,P046,16,0,0,16,0
2022-01-04,P047,24,0,0,24,0
2022-01-04,P048,26,0,0,26,0
2022-01-04,P049,5,0,0,5,0
2022-01-04,P050,12,0,0,12,0
2022-01-04,P051,32,0,0,32,0
2022-01-04,P052,11,0,0,11,0
2022-01-04,P053,115,0,0,115,0
2022-01-04,P054,30,0,1,29,0
2022-01-04,P055,4,0,0,4,0
2022-01-04,P056,81,0,2,79,0
2022-01-04,P057,234,0,0,234,0
2022-01-04,P058,56,0,0,56,0
2022-01-04,P059,71,0,0,71,0
2022-01-04,P060,134,0,0,134,0
2022-01-04,P061,144,0,2,142,0
2022-01-04,P062,87,0,2,85,0
2022-01-04,P063,106,0,0,106,0
2022-01-04,P064,110,0,0,110,0
2022-01-04,P065,79,0,0,79,0
2022-01-04,P066,32,0,0,32,0
2022-01-04,P067,28,0,0,28,0
2022-01-04,P068,146,0,1,145,0
2022-01-04,P069,158,0,0,158,0
2022-01-04,P070,49,0,0,49,0
2022-01-04,P071,21,0,1,20,0
2022-01-04,P072,24,0,0,24,0
2022-01-04,P073,62,0,0,62,0
2022-01-04,P074,21,0,0,21,0
2022-01-04,P075,20,0,0,20,0
2022-01-04,P076,115,0,0,115,0
2022-01-04,P077,8,0,0,8,0
2022-01-04,P078,77,0,0,77,0
2022-01-04,P079,8,0,0,8,0
2022-01-04,P080,184,0,0,184,0
2022-01-04,P081,10,0,0,10,0
2022-01-04,P082,34,0,0,34,0
2022-01-04,P083,58,0,1,57,0
2022-01-04,P084,79,0,0,79,0
2022-01-04,P085,209,0,2,207,0
2022-01-04,P086,67,0,2,65,0
2022-01-04,P087,23,0,0,23,0
2022-01-04,P088,20,0,0,20,0
2022-01-04,P089,18,0,0,18,0
2022-01-04,P090,15,0,0,15,0
2022-01-04,P091,49,0,1,48,0
2022-01-04,P092,7,0,0,7,0
2022-01-04,P093,130,0,0,130,0
2022-01-04,P094,24,0,0,24,0
2022-01-04,P095,28,0,1,27,0
2022-01-04,P096,57,0,2,55,0
2022-01-04,P097,137,0,0,137,0
2022-01-04,P098,11,0,0,11,0
2022-01-04,P099,90,0,1,89,0
2022-01-04,P100,75,0,0,75,0
2022-01-04,P101,31,0,1,30,0
2022-01-04,P102,30,0,0,30,0
2022-01-04,P103,11,0,0,11,0
2022-01-04,P104,112,0,3,109,0
2022-01-04,P105,10,0,1,9,0
2022-01-04,P106,71,0,0,71,0
2022-01-04,P107,126,0,2,124,0
2022-01-04,P108,71,0,0,71,0
2022-01-04,P109,117,0,0,117,0
2022-01-04,P110,39,0,0,39,0
2022-01-04,P111,44,0,0,44,0
2022-01-04,P112,13,0,0,13,0
2022-01-04,P113,29,0,0,29,0
2022-01-04,P114,9,0,0,9,0
2022-01-04,P115,47,0,0,47,0
2022-01-04,P116,8,0,0,8,0
2022-01-04,P117,12,0,0,12,0
2022-01-04,P118,62,0,0,62,0
2022-01-04,P119,58,0,1,57,0
2022-01-04,P120,90,0,0,90,0
2022-01-04,P121,149,0,0,149,0
2022-01-04,P122,100,0,0,100,0
2022-01-04,P123,90,0,0,90,0
2022-01-04,P124,133,0,2,131,0
2022-01-04,P125,17,0,0,17,0
2022-01-04,P126,37,0,0,37,0
2022-01-04,P127,211,0,0,211,0
2022-01-04,P128,71,0,0,71,0
2022-01-04,P129,32,0,0,32,0
